tweet,sentiment
?‍☠️?‍☠️?‍☠️?‍☠️?‍☠️?‍☠️,netral
"Mini Bus Masuk Jurang di Jalan Lintas Bengkulu-Kepahiang, 1 Orang Meninggal DuniaTranslate post",negatif
"Daihatsu Indonesia · @DaihatsuInd. ·. Oct 22, 2023. Tiap minggu Daimin bagi-bagi saldo Astrapay 200 ribu untuk 4 orang Jawab pertanyaannya dan ikuti syaratnya Jonathan Hindharta (@JonathanHndhrt) on X Anything Possible | QA Engineer | Marketing and Health Enthusiast",netral
Tagline ALL New Xenia Jawabnya : ??? ℕ?? ??ℕ?? Sahabat Keluarga ??? ℕ??? ????? ✔️ Ikutan Yuk @Pu5H_8 #DaihatsuQuizTranslate post,netral
Kolektor Hiburan (@kolektor) on X Hiburan,netral
BB1 Biodata Bayi ukuran 30x40 Tebal papan MDF 6mm,netral
Daihatsu Indonesia · @DaihatsuInd. ·. May 6. Kirim jawaban Sahabat dan akan ada 200 ribu saldo Astrapay untuk 4 orang yang beruntung! Syaratnya: - Follow. @ Nia Choerniati (@NiaChoerniati) on X Nia Choerniati,netral
"Honda HRV Prestige, Mobil Honda Paling Eksklusif. Nggak Heran kalau Menjadi Mobil Simpanan Om-Om Berduit #TerbaruTranslate post",positif
Sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam 20.35 wib hingga meninggal dunia. Menurut saksi Eryna jane (@erynajane16) on X random,negatif
"@TelkomIndonesia @PRFMnews ada kabel melintang terlalu rendah di jalan kembar VIII kel cigereleng kec regol, kabel diameter besar dari tiang telepon, tolong diperbaiki kalo ada mobil box saja...",negatif
"Informasi Pembelian, Daftar Harga Promo Mobil Suzuki Jember, Surabaya Jawa Timur Hubungi 0813-3665-3737 dari Dealer PT. UMC JemberTranslate post",netral
"Biar nggak tegang, enaknya tebak-tebakan aja bareng Daimin~ Sekarang umurmu 17 tahun, kalo kamu lahir 7 tahun lalu, berarti sekarang umur berapa? ?Translate post",netral
"Oct 17, 2023 · rentalbalibest.com. Sewa Mobil Wuling Air EV di Bali - Rental Bali Best. Apakah Anda berencana untuk menjelajahi keindahan pulau Bali dengan gaya Bali Best Rental (@BaliBestRental1) on X Sewa Mobil di Bali",netral
"Melaju Lebih Jauh dengan Kolaborasi Toyota Rangga Concept bersama Toko Kopi Tuku! Berangkat dari kesamaan visi untuk terus berkarya dan memberikan yang terbaik, Toyota dan TUKU bersama-sama...",positif
"Si Kapten Aditya Agung Wicaksono sudah pernah diamankan oleh Pomdam Jaya Guntur tanggal 19 September 2023, dari hasil pemeriksaan pada waktu itu si Kapten telah mengaku mobil Toyota Avanza...",negatif
Ibu-Ibu vs UKT Mahal Ayo kuliah di IAIN Madura #iainmadura2024 #pmbiainmadura2024 #umptkin2024,negatif
"UPDATE GAES Pengemudi Fortuner yang menabrak perempuan yang duduk di motor tidak dalam keadaan mabuk, tapi dalam keadaan lelah. Sebuah mobil Fortuner dalam kondisi melaju kencang menabrak seorang...",negatif
"Ada cerita mengharukan tentang mobil Honda Odyssey yang dipunya. Sayangnya, beliau pasti gak berkenan kalau diceritain ke publik. Yah nanti gw izin dulu sama ybs.Translate post",netral
"Pengemudi Honda Brio Tanpa Pelat Nomor Acungkan Sajam, Ancam Pengemudi Lain di Tol Tangerang http://dlvr.it/Sxw40b #trendingTranslate post",negatif
"menurut sy yg pake mobil Wuling ini kualitas nya bagus dan juga harganya sesuai, yg mau cek2 bisa lihat disini yaTranslate post",positif
Bakal barubah harga lagi Pukul 18:00? ?Rp10.000 Bosch Sepasang Wiper kaca mobil kijang https://tokopedia.link/uAUObg61cEb Bosch Sepasang wiper kaca mobil Toyota https://tokopedia.link/8Gdngpb2cE...,netral
"Jadi Tersangka, Ini Pengakuan Pengemudi Fortuner yang Viral Tabrak Wanita hingga TerpentalTranslate post",negatif
Pengakuan Mencengangkan Pengemudi Fortuner yang Tabrak Wanita hingga TerpentalTranslate post,negatif
FOTO: Melongok Buyut Mobil Daihatsu di JMSTranslate post,netral
"#WulingQuiz Ayo, coba perhatikan dengan seksama mobil Wuling apa saja yang muncul dan menangkan saldo e-wallet total senilai Rp500rb untuk 5 pemenang beruntung! Dwi Parjono (@dwi_dpj) on X #followfollowan yuk! #blogger IG @mas_j0n0
Wong Jogja baru belajar ngeblog
?‍?https://t.co/fwKU2hQneH",netral
Bakal barubah harga lagi Pukul 12:00 | 28 Okt ?Rp10.000 Bosch Sepasang Wiper kaca mobil kijang http://tokopedia.link/uAUObg61cEb Bosch Sepasang wiper kaca mobil Toyota http://tokopedia.link/8Gdn...,netral
Siapa yang mau saldo Astrapay 100ribu buat 3 orang? Cukup reply mobil Daihatsu kalian apa di kolom reply! nanti akan Daimin pilih 3 orang yang beruntung. Let's go! #DaihatsuSahabatkuTranslate post,netral
Impak dari crash yang dialami Esapekka Lappi kemarin. Mobil Hyundai i20 N Rally1 miliknya tampak rusak parah ?Translate post,negatif
"Raih kesempatan memenangkan Mobil Hyundai Kona, Motor Gesits, Kompor Modena, AC Panasonic & Sepeda Selis! Bagikan kode referral ke teman2mu, kumpulkan kupon (@) on X NOW 
Ledakan sangat besar menggoncang #Gaza baru saja. No listrik. No air. No makanan. No bahan bakar. No internet. 

اللهم سلم سلم 

@alqudsalbwsalah Jumat 27/10/2023 

#GazaGenocide",netral
"#WulingQuiz Ayo, coba perhatikan dengan seksama mobil Wuling apa saja yang muncul dan menangkan saldo e-wallet total senilai Rp500rb untuk 5 pemenang Iyan_Ardiyans (@ardiyanzt) on X Bismillahirrahmanirrahim
Semoga Senantiasa Di Berikan Kesehatan & Selalu Tetap Istiqomah Di Jalannya & Tetap Dalam Lindungan Nya Serta Mendapatkan Rezeki Nya ?",netral
Toyota Indonesia Gandeng Investor Jepang Perkuat Rantai Pasok LokalTranslate post,positif
"Daihatsu Indonesia · @DaihatsuInd. ·. Aug 6, 2023. Lanjutkan kalimat ini, absurd only! Harta yang paling indah adalah Far (@vaar1985) on X بسم الله",netral
"Instead of watching other people live, i want to live.",netral
Bakal barubah harga lagi Pukul 12:00 | 29 Okt ?Rp10.000 Bosch Sepasang Wiper kaca mobil kijang http://tokopedia.link/uAUObg61cEb Bosch Sepasang wiper kaca mobil Toyota http://tokopedia.link/8Gdn...,netral
LEO/DANIEL SUKSES PERTAHANKAN GELAR JUARA DAIHATSU INDONESIA MASTERS!!! Mereka menjadi kampiun setelah mengalahkan Kim/Anders dari Denmark dengan rubber Manarul (@manarulrachman) on X einzelgänger,positif
Apa yang akan kamu lakukan kalau ketemu tanjakan ini?? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,netral
Ribuan Pecinta Mitsubishi Fuso Canter Hadiri Jambore Nasional di Kudus,positif
"5 Fakta Xenia Tabrak Truk di Ngawi Tewaskan 3 Pesilat Mobil Daihatsu Xenia dan truk tronton boks terlibat kecelakaan maut di Ngawi. Akibatnya, tiga orang penumpang Xenia meninggal dunia dan...",negatif
Garansi Harga da program pembiyaan terbaik. Dapatkan segera promo terbatas.Translate post,netral
Bakal barubah harga lagi Pukul 18:00 | 31 Okt ?Rp10.000 Bosch Sepasang Wiper kaca mobil kijang http://tokopedia.link/uAUObg61cEb Bosch Sepasang wiper kaca mobil Toyota http://tokopedia.link/8Gdn...,netral
"Jual Mobil Toyota Soluna 2001 GLi 1.5 di Jawa Timur Manual Sedan Merah Rp 58.000.000 - 9368442 - PANDJI HARSANTO CFP® (@pandjiharsanto) on X Financial Planner|Author| pandji.harsanto@gmail.com | instagram: @pandjiharsanto
WA : 081186700",netral
Daihatsu Kebon Jeruk Merupakan website resmi untuk pembelian mobil daihatsu di wilayah kebonjeruk dan sekitarnya. info pembelian: 085714869950 Website:Translate post,netral
"Kirim Mobil Honda HRV dari Surabaya tujuan ke Bontang Kalimantan Timur dgn kapal roro dan driving estimasi pengiriman 2-3 hari. Ekspedisi Pengiriman Mobil FARHIYAtrans. Kirim mobil, truk, sepeda...",netral
Hyundai Indonesia akan Produksi Mobil Listrik Murah di Awal 2024 https://otomotif.tempo.co/read/1791096/hyundai-indonesia-akan-produksi-mobil-listrik-murah-di-awal-2024?utm_source=Twitter&utm_mediu...,positif
"Kasat Lantas Polrestabes Makassar AKBP Amin Toha menyebut, pihaknya telah menerima laporan terkait bayi 15 bulan yang terlindas mobil Mitsubishi Pajero Sport. Ge (@Frasyangh_) on X Love Live Rave • Welcome to the jungle btch",negatif
Apr 15. Marsda TNI (Purn) Asep Adang Supriyadi mengaku tidak mengenal pengendara mobil Toyota Fortuner yang cekcok dengan warga di KM 57 Tol Cikampek. Asep Amal Mardjoeki (@awitonohadi) on X Belajar menjadi bijak dengan laku,negatif
"Daihatsu Indonesia · @DaihatsuInd. ·. Nov 1, 2023. Awal bulan bagi-bagi saldo Astrapay 200 ribu untuk 4 orang Jawab pertanyaannya dan ikuti syaratnya di bawah (@) on X Awal bulan bagi-bagi saldo Astrapay 200 ribu untuk 4 orang

Jawab pertanyaannya dan ikuti syaratnya di bawah ini:

- Follow @DaihatsuInd
- RT &amp; LIKE tweet ini
- Reply jawaban sebanyak-banyaknya dengan hashtag #DaihatsuQuiz

Akun jangan digembok ya ?

#DaihatsuSahabatku",positif
"Kabar gembira untuk para wirausahawan! ?? Spesial buat para wirausahawan yang suka ngejar cuan, ini saatnya tambah makin cuan dari Rezeki Carry mulai bulan November-Desember! Dapatkan...",positif
"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi Muhammad Fikri (@Babontampan) on X monke",negatif
"#WulingQuiz Pasangkan dengan setir mobil Wuling yang benar. Menangkan kesempatan dapetin hadiah saldo E-Wallet total Rp500ribu utk 5 org beruntung! Caranya Laras Widias (@WidiasL) on X Karena dengan mencoba hal baru, maka kita akan menemukan hal yang belum pernah kita ketahui sebelumnya.",positif
"Gak semua capek hilang dengan istirahat, tapi bisa dengan dikirimin saldo Astrapay 100ribu Ada yang mau? Coba reply sebanyak-banyaknya meme favoritmu! Nanti akan Daimin pilih 3 orang beruntungTrans...",netral
Menurut kamu tipe cowok yang red flag dari cara parkirnya tuh yang kayak gimana sih? Coba reply tweet ini dong! Kalau mimin sih bye banget sama yang parkirnya masih miring-miring! ??...,negatif
"Emang boleh seirit dan seramah lingkungan itu? Boleh dong, lewat teknologi SHVS, mobil kamu akan auto canggih dan bisa bantu mengurangi emisi gas buang, sekaligus gak bikin dompetmu boncos...",positif
Ular King Kobra 3 Meter Menyusup di Mobil Sejauh 80 KmTranslate post,negatif
Ingat kata tukang parkir ya Sahabat Daihatsu ? #DaihatsuSahabatkuTranslate post,netral
"Sebuah kecelakaan lalu lintas terjadi di Jalan Tol Bali Mandara pada Jumat (3/11/2023) pagi. Kecelakaan ini melibatkan dua kendaraan, yakni sebuah mobil Suzuki Katana dan sebuah truk Hino.Translate...",negatif
First Impressions : Kencan Singkat Bersama Mobil Listrik Kedua @WulingMotorsID di Indonesia https://news.olx.co.id/first-impressions-kencan-singkat-bersama-mobil-listrik-kedua-wuling-di-indonesia/...,netral
"Mobil Toyota tanpa pedal rem dan gas konvensional, merupakan salah satu berita populer kumparanOTO.Translate post",netral
"Interior #AllNewVeloz dilengkapi dengan teknologi canggih di dalam cabin membuat pengalaman berkendara semakin menyenangkan. Hadir dengan New Vibrant Illumination Light, yang memberikan sentuhan...",positif
"Nahas, Seorang Pemotor Tewas Ditabrak Avanza MabukTranslate post",negatif
"Dijual mobil Daihatsu Terios 2016 pajak panjang Manual Tipe G Harga Rp 155 jt. Harga Rp 145 jt (lepas mobil terrios) Minat, serius, fix dan valid No. Php, no. Cancel Hub: Indra talenta Telp:...",netral
"Insiden terjadi di parkiran sebuah bank di kompleks pertokoan Agung Raya, Jalan Raya Teuku Umar, Denpasar Barat, pada Jumat (3/11) siang. Sebuah mobil Mitsubishi Pajero warna hitam DK 12xx...",negatif
Beli mobil Wuling di sini saja... Inilah 12 Mobil Wuling yang Dijual di Indonesia yang Dilengkapi dengan Harga dan Cicilannya Telp. 085773713808 https://vt.tiktok.com/ZSNDrvvCS/Translate post,netral
*JUAL LED VIDEOTRON P3.9 INDOOR KELAS A* LENGKAP GARANSI *READY STOK - TINGGAL PILIH* * ada baru gresss 50*100 * ada bekas mulus 50*50 BOLEH BAYAR TERMIN Hub: Indra talenta Telp: 081310350824...,positif
Diimbau supaya pemilik mobil Honda yang masuk kategori dilakukan recall harap mendaftarkan diri atau datang langsung ke bengkel resmi terdekatTranslate post,netral
Sebuah video memperlihatkan pengemudi mobil berinisial MAP (22) mengendarai mobil Honda Brio warna putih mengacungkan senjata tajam (sajam) ke pengemudi mobil lain berinisial Y (37). Kejadian...,negatif
Cara Penukaran Uang Baru di Bank Indonesia yang lagi #viral yang berlaku di jawa maupun diluar itu.,netral
"Jangan asal keset, ini dia fungsi berbeda dari tiap tipe karpet! Ada apa saja? Cek info lengkapnya di-thread berikut ini! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, Yuliyanti (@ylyanti_) on X buat cerita-cerita aja",negatif
"Pemkab Dogiyai, Provinsi Papua Tengah mengalokasikan anggaran Rp 55 miliar dari APBD tahun 2023 dan tahun 2024 untuk KPU Dogiyai dan Bawaslu Dogiyai sebagai penyelenggara Pemilu dan Pilkada...",netral
"Selama tournament Daihatsu Indonesia Masters 2023, Daimin bakalan bagi-bagi Dinoaja (@Dinoajaah) on X main",positif
Honda kembali mengingatkan kepada beberapa pemilik mobil untuk segera ke bengkel. PT Honda Prospect Motor (HPM) mengumumkan recall untuk beberapa mobil Honda yang beredar di Indonesia. ?⁣...,netral
"Akhir tahun memang waktu yang tepat buat miliki mobil Wuling, ada Promo Year End Sale! ? Apa aja promonya? Dapatkan beragam keuntungan ini! #WulingMotors #DriveForABetterLife #Alvez #StyleAndInn...",netral
Banjir di kawasan Miami Pergudangan Kayu Besar Tegal Alur Kalideres Jakarta Barat pagi ini @RadioElshinta,negatif
Tebak tipe mobilnya dan dapatkan 200 ribu saldo Astrapay untuk 4 orang Syaratnya: - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply jawaban sebanyak-banyaknya dengan hashtag #DaihatsuQuiz...,netral
"Sahabat, gimana sih caranya menyibukkan diri supaya lupa sama situasi yang bikin anxiety? ?Translate post",netral
Jika P = Panutan lalu R = Rajin dan N = Niat maka D=...?Translate post,positif
"penyakit klutuk klutuk pada mobil Honda merupakan fitur unggulan dari mobilnya sendiri kalo mobil honda punya kaki kaki senyap, dapat dipastikan bahwa mobil tsb anyar gress, wkwkwkTranslate post",negatif
Invite your friends and claim your 1000 $TAPROOT on UXUY wallet,netral
"Facebook dan Instagram, Blank... Why? #fbdown #instagramdown",netral
"Kedua, kamu harus menemukan posisi duduk yang paling nyaman versi kamu.Translate post",netral
"Keren banget, memenya pada menghibur semua! ? Ini dia 3 pemenang yang beruntung mendapatkan saldo Astrapay senilai Rp100.000! Siapa aja tuh? ? @rosaclaudia_ @kezoapatis @hendrickwawan18...",positif
Save buat rencana honeymoon /gataukapan/,netral
Hibur Daimin dengan jawaban yang absurd dan lucu dong! #DaihatsuSahabatkuTranslate post,netral
Kharakter saya gak begitu sdh dari Jaman kerja di Kantor Menko Ekuin & Wasbang (ini tempat paling becek) semua tender negara apa saja di atas Rp 4 miliar ditentukan oleh Kemenko Ekuin dan Wasbang...,negatif
PT Hyundai Mobil Indonesia turut memperingati hari pahlawan yang diperingati setiap tanggal 10 November. Hari Pahlawan diperingati untuk menghormati para pahlawan dalam jasanya memperjuangkan...,positif
"Selamat memperingati Hari Pahlawan Nasional, Suzuki Family! Mari bersama lanjutkan perjuangan para pahlawan dengan berinovasi dan mengharumkan nama Indonesia! #Suzuki #SuzukiIndonesia #SuzukiTeManB...",positif
Fun fact: zodiak bisa menentukan cara berkendara. Retweet kalo ada zodiak kamu! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,netral
Di tj enak2 bengong ngeliatin jalanan main character moment tiba2 ada mobil wuling yg kecil itu lewat trs lagi2 keinget tweet random orang lupa siapa nyebut wuling “bajaj gen z” GW LAGI...,negatif
"Pengemudi mobil Toyota Calya berinisial DSW (36) diduga mengantuk saat menabrak pengayuh becak gerobak, RL (65), Sabtu (11/11/2023) pagi.Translate post",negatif
"Jakarta, 07 November 2023 - Asuransi Sinar Mas kembali membuktikan komitmennya dengan membayarkan klaim Hole In One berupa mobil Toyota Rush senilai Rp 252.180.000,-. Pembayaran klaim ini diberikan...",positif
"Disa, seorang karyawan PT MRT Jakarta, dibunuh oleh para pelaku saat hendak menjual mobil Toyota Fortuner 2020 miliknya.Translate post",negatif
"Karyawan MRT Jakarta, Disa Dwi Yarto dibunuh saat hendak menjual mobil Toyota Fortuner miliknya.Translate post",negatif
"Saksi Cerita Ngeri Tabrakan Tewaskan Pedagang di Jakpus: Gerobaknya Hancur! Mobil Toyota Calya menabrak pedagang yang sedang mengayuh becak gerobak hingga tewas di Jalan Pramuka, Jakarta Pusat....",negatif
Semoga hari ini menjadi kesempatan untuk membalas kasih sayang dan penghargaan kepada sosok ayah terhebat. Selamat Hari Ayah! #DaihatsuSahabatkuTranslate post,positif
"@Cornverse_. ·. Jun 22, 2023. Projectan? Tenang aja nanti bagu para penonton berhak mendapatkan 1 buah mobil Honda Brio. Tapi dipikiranmu sendiri2? :)) 1. 4. (@) on X Sobekan yang ada di antara logo lama dan baru kami terinspirasi dari sepenggal lirik lagu Tentang Suratku

""Tak dapat merangkai cinta, akhirnya ku sobek""

Yang bisa diartikan..
Gaada seh rek, iseng aja. Gausah serius-serius, cukup support kita ke @C_OnielJKT48 aja yang serius.",netral
"Kalau usaha mau aman, jangan sampe salah pilih kendaraan! Ini tips memilih mobil pick up anti rugi buat usaha kamu! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",positif
"Kamu lagi cari mobil canggih yang tampilannya modern banget? ? DP & CICILAN RINGAN! Khusus Suzuki Grand Vitara, kamu bisa dapatkan promo menarik hanya di bulan November. Kunjungi dealer...",positif
"Luas bak mobil~ Bak mobil adalah kunci, sesuaikan luas bak mobil dengan kebutuhan bisnis mu.Translate post",positif
Bajaj Gen-Z Rautan Pensil Ayo ada istilah apa lagi?,netral
"Hai @sashimiyummie @mmsle_mlv @mozaadrianaa @inayafatya @Junaidhii. Selamat, kamu terpilih sebagai pemenang AUTO Quiz TGRI Sprint Rally. Mohon melakukan konfirmasi dengan mengirim pesan ke...",positif
"Mobil Toyota Innova bernopol W-1810-AV yang ditumpangi dua sejoli terbakar di Jalan Mayjend Sungkono, Pakis, Sawahan, Surabaya, Sabtu (11/11/2023) sekitar pukul 18.59 WIB. BEL Selengkapnya:...",negatif
"Seorang pedagang tewas ditabrak mobil Toyota Calya di Jalan Pramuka, Jakarta Pusat. Sopir mobil tersebut telah ditetapkan sebagai tersangka.Translate post",negatif
"Ini Mobil Daihatsu yang Paling Banyak Dibeli Orang RI, Bukan Xenia dan TeriosTranslate post",netral
